STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVGF,TAVG_ATTRIBUTES,TMAXF,TMAX_ATTRIBUTES,TMINF,TMIN_ATTRIBUTES,,,TAVG,TMAX,TMIN
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/22,70,"H,,S",,,,,,,21,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/23,63,"H,,S",80,",,S",,,,,17,27,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/24,64,"H,,S",76,",,S",,,,,18,24,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/25,66,"H,,S",,,,,,,19,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/26,67,"H,,S",,,,,,,19,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/27,67,"H,,S",,,,,,,19,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/28,69,"H,,S",79,",,S",,,,,21,26,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/29,58,"H,,S",77,",,S",,,,,14,25,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/9/30,63,"H,,S",,,51,",,S",,,17,,11
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/1,60,"H,,S",69,",,S",,,,,16,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/2,58,"H,,S",,,,,,,14,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/3,61,"H,,S",,,47,",,S",,,16,,8
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/4,58,"H,,S",73,",,S",,,,,14,23,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/5,53,"H,,S",,,,,,,12,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/6,57,"H,,S",70,",,S",43,",,S",,,14,21,6
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/7,56,"H,,S",72,",,S",,,,,13,22,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/8,58,"H,,S",72,",,S",48,",,S",,,14,22,9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/9,58,"H,,S",,,,,,,14,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/10,62,"H,,S",74,",,S",52,",,S",,,17,23,11
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/11,55,"H,,S",74,",,S",,,,,13,23,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/12,52,"H,,S",66,",,S",,,,,11,19,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/13,59,"H,,S",,,43,",,S",,,15,,6
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/14,47,"H,,S",70,",,S",,,,,8,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/15,56,"H,,S",,,39,",,S",,,13,,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/16,54,"H,,S",,,,,,,12,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/17,54,"H,,S",,,,,,,12,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/18,53,"H,,S",73,",,S",,,,,12,23,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/19,55,"H,,S",,,,,,,13,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/20,55,"H,,S",72,",,S",45,",,S",,,13,22,7
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/21,48,"H,,S",63,",,S",,,,,9,17,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/22,51,"H,,S",,,,,,,11,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/23,49,"H,,S",64,",,S",,,,,9,18,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/24,51,"H,,S",68,",,S",36,",,S",,,11,20,2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/25,52,"H,,S",68,",,S",,,,,11,20,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/26,59,"H,,S",,,,,,,15,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/27,49,"H,,S",71,",,S",,,,,9,22,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/28,50,"H,,S",,,,,,,10,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/29,46,"H,,S",66,",,S",,,,,8,19,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/30,53,"H,,S",66,",,S",37,",,S",,,12,19,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/10/31,56,"H,,S",67,",,S",42,",,S",,,13,19,6
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/1,53,"H,,S",67,",,S",,,,,12,19,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/2,43,"H,,S",64,",,S",,,,,6,18,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/3,41,"H,,S",57,",,S",,,,,5,14,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/4,42,"H,,S",59,",,S",,,,,6,15,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/5,47,"H,,S",,,,,,,8,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/6,51,"H,,S",,,38,",,S",,,11,,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/7,55,"H,,S",67,",,S",39,",,S",,,13,19,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/8,46,"H,,S",67,",,S",,,,,8,19,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/9,45,"H,,S",61,",,S",,,,,7,16,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/10,45,"H,,S",64,",,S",,,,,7,18,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/11,45,"H,,S",64,",,S",36,",,S",,,7,18,2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/12,51,"H,,S",,,37,",,S",,,11,,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/13,48,"H,,S",69,",,S",,,,,9,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/14,45,"H,,S",62,",,S",,,,,7,17,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/15,44,"H,,S",61,",,S",,,,,7,16,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/16,51,"H,,S",61,",,S",40,",,S",,,11,16,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/17,50,"H,,S",56,",,S",46,",,S",,,10,13,8
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/18,46,"H,,S",52,",,S",,,,,8,11,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/19,39,"H,,S",52,",,S",,,,,4,11,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/20,37,"H,,S",50,",,S",,,,,3,10,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/21,34,"H,,S",47,",,S",,,,,1,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/22,34,"H,,S",,,,,,,1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/23,34,"H,,S",,,,,,,1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/24,33,"H,,S",,,,,,,1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/25,36,"H,,S",46,",,S",,,,,2,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/26,32,"H,,S",44,",,S",,,,,0,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/27,34,"H,,S",,,,,,,1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/28,27,"H,,S",42,",,S",,,,,-3,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/29,33,"H,,S",,,23,",,S",,,1,,-5
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/11/30,28,"H,,S",43,",,S",,,,,-2,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/1,30,"H,,S",41,",,S",,,,,-1,5,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/2,29,"H,,S",38,",,S",,,,,-2,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/3,32,"H,,S",40,",,S",,,,,0,4,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/4,29,"H,,S",40,",,S",,,,,-2,4,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/5,30,"H,,S",,,,,,,-1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/6,32,"H,,S",43,",,S",,,,,0,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/7,26,"H,,S",43,",,S",,,,,-3,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/8,28,"H,,S",36,",,S",15,",,S",,,-2,2,-9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/9,24,"H,,S",38,",,S",,,,,-4,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/10,33,"H,,S",,,,,,,1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/11,30,"H,,S",45,",,S",,,,,-1,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/12,31,"H,,S",44,",,S",,,,,-1,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/13,20,"H,,S",36,",,S",,,,,-7,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/14,19,"H,,S",32,",,S",,,,,-7,0,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/15,22,"H,,S",32,",,S",,,,,-6,0,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/16,24,"H,,S",,,,,,,-4,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/17,25,"H,,S",38,",,S",16,",,S",,,-4,3,-9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/18,20,"H,,S",38,",,S",,,,,-7,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/19,23,"H,,S",38,",,S",,,,,-5,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/20,25,"H,,S",41,",,S",,,,,-4,5,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/21,26,"H,,S",,,,,,,-3,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/22,29,"H,,S",44,",,S",,,,,-2,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/23,34,"H,,S",45,",,S",18,",,S",,,1,7,-8
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/24,28,"H,,S",45,",,S",,,,,-2,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/25,26,"H,,S",,,,,,,-3,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/26,25,"H,,S",46,",,S",,,,,-4,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/27,30,"H,,S",45,",,S",19,",,S",,,-1,7,-7
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/28,26,"H,,S",45,",,S",,,,,-3,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/29,11,"H,,S",36,",,S",,,,,-12,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/30,16,"H,,S",22,",,S",,,,,-9,-6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2020/12/31,21,"H,,S",,,,,,,-6,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/1,19,"H,,S",35,",,S",,,,,-7,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/2,23,"H,,S",35,",,S",,,,,-5,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/3,20,"H,,S",33,",,S",,,,,-7,1,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/4,22,"H,,S",32,",,S",,,,,-6,0,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/5,19,"H,,S",32,",,S",,,,,-7,0,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/6,4,"H,,S",28,",,S",,,,,-16,-2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/7,8,"H,,S",,,,,,,-13,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/8,19,"H,,S",27,",,S",,,,,-7,-3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/9,26,"H,,S",35,",,S",,,,,-3,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/10,28,"H,,S",,,15,",,S",,,-2,,-9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/11,24,"H,,S",36,",,S",,,,,-4,2,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/12,24,"H,,S",,,,,,,-4,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/13,33,"H,,S",47,",,S",,,,,1,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/14,30,"H,,S",47,",,S",,,,,-1,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/15,25,"H,,S",38,",,S",,,,,-4,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/16,23,"H,,S",38,",,S",,,,,-5,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/17,25,"H,,S",38,",,S",,,,,-4,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/18,27,"H,,S",,,,,,,-3,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/19,21,"H,,S",42,",,S",,,,,-6,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/20,24,"H,,S",35,",,S",16,",,S",,,-4,2,-9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/21,28,"H,,S",,,,,,,-2,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/22,25,"H,,S",42,",,S",,,,,-4,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/23,24,"H,,S",41,",,S",,,,,-4,5,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/24,29,"H,,S",41,",,S",20,",,S",,,-2,5,-7
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/25,26,"H,,S",41,",,S",,,,,-3,5,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/26,30,"H,,S",,,,,,,-1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/27,31,"H,,S",44,",,S",,,,,-1,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/28,17,"H,,S",38,",,S",,,,,-8,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/29,20,"H,,S",33,",,S",,,,,-7,1,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/30,28,"H,,S",45,",,S",,,,,-2,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/1/31,24,"H,,S",45,",,S",,,,,-4,7,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/1,27,"H,,S",40,",,S",,,,,-3,4,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/2,22,"H,,S",37,",,S",,,,,-6,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/3,26,"H,,S",46,",,S",,,,,-3,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/4,30,"H,,S",51,",,S",,,,,-1,11,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/5,40,"H,,S",60,",,S",,,,,4,16,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/6,43,"H,,S",62,",,S",,,,,6,17,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/7,30,"H,,S",,,,,,,-1,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/8,30,"H,,S",46,",,S",,,,,-1,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/9,31,"H,,S",50,",,S",,,,,-1,10,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/10,44,"H,,S",,,,,,,7,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/13,37,"H,,S",46,",,S",,,,,3,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/14,33,"H,,S",46,",,S",,,,,1,8,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/15,33,"H,,S",43,",,S",,,,,1,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/16,25,"H,,S",43,",,S",,,,,-4,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/17,24,"H,,S",38,",,S",,,,,-4,3,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/18,29,"H,,S",45,",,S",17,",,S",,,-2,7,-8
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/19,48,"H,,S",,,24,",,S",,,9,,-4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/21,53,"H,,S",78,",,S",36,",,S",,,12,26,2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/22,42,"H,,S",,,,,,,6,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/23,31,"H,,S",55,",,S",,,,,-1,13,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/24,31,"H,,S",42,",,S",,,,,-1,6,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/25,35,"H,,S",,,,,,,2,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/26,38,"H,,S",52,",,S",,,,,3,11,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/27,42,"H,,S",53,",,S",26,",,S",,,6,12,-3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/2/28,38,"H,,S",53,",,S",,,,,3,12,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/1,37,"H,,S",,,30,",,S",,,3,,-1
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/2,38,"H,,S",41,",,S",30,",,S",,,3,5,-1
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/3,41,"H,,S",,,35,",,S",,,5,,2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/4,42,"H,,S",52,",,S",36,",,S",,,6,11,2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/5,40,"H,,S",52,",,S",34,",,S",,,4,11,1
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/6,32,"H,,S",49,",,S",,,,,0,9,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/7,36,"H,,S",47,",,S",26,",,S",,,2,8,-3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/8,38,"H,,S",51,",,S",28,",,S",,,3,11,-2
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/9,46,"H,,S",59,",,S",33,",,S",,,8,15,1
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/10,49,"H,,S",62,",,S",37,",,S",,,9,17,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/11,56,"H,,S",63,",,S",41,",,S",,,13,17,5
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/12,45,"H,,S",63,",,S",,,,,7,17,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/13,50,"H,,S",,,,,,,10,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/14,50,"H,,S",58,",,S",45,",,S",,,10,14,7
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/15,46,"H,,S",56,",,S",,,,,8,13,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/16,50,"H,,S",60,",,S",40,",,S",,,10,16,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/17,49,"H,,S",60,",,S",,,,,9,16,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/18,44,"H,,S",55,",,S",,,,,7,13,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/19,43,"H,,S",50,",,S",38,",,S",,,6,10,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/20,46,"H,,S",,,,,,,8,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/21,49,"H,,S",56,",,S",38,",,S",,,9,13,3
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/22,55,"H,,S",,,,,,,13,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/23,57,"H,,S",74,",,S",40,",,S",,,14,23,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/24,58,"H,,S",74,",,S",,,,,14,23,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/25,59,"H,,S",,,43,",,S",,,15,,6
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/26,55,"H,,S",71,",,S",48,",,S",,,13,22,9
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/27,57,"H,,S",65,",,S",,,,,14,18,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/28,58,"H,,S",,,,,,,14,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/29,53,"H,,S",,,,,,,12,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/30,59,"H,,S",70,",,S",41,",,S",,,15,21,5
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/3/31,63,"H,,S",,,,,,,17,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/1,61,"H,,S",77,",,S",,,,,16,25,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/2,57,"H,,S",64,",,S",,,,,14,18,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/3,53,"H,,S",,,,,,,12,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/4,56,"H,,S",,,,,,,13,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/5,56,"H,,S",,,,,,,13,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/6,58,"H,,S",,,,,,,14,,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/7,55,"H,,S",70,",,S",,,,,13,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/8,58,"H,,S",68,",,S",41,",,S",,,14,20,5
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/9,53,"H,,S",67,",,S",,,,,12,19,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/10,60,"H,,S",69,",,S",46,",,S",,,16,21,8
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/11,60,"H,,S",69,",,S",,,,,16,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/12,53,"H,,S",69,",,S",,,,,12,21,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/13,53,"H,,S",62,",,S",,,,,12,17,
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/14,62,"H,,S",,,40,",,S",,,17,,4
CHM00054511,"BEIJING, CH",39.933,116.283,55,2021/4/15,58,"H,,S",72,",,S",,,,,14,22,
