STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVGF,TAVG_ATTRIBUTES,TMAXF,TMAX_ATTRIBUTES,TMINF,TMIN_ATTRIBUTES,,,TAVG,TMAX,TMIN
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/17,64,"H,,S",73,",,S",62,",,S",,,18,23,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/18,68,"H,,S",74,",,S",62,",,S",,,20,23,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/19,70,"H,,S",74,",,S",63,",,S",,,21,23,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/20,68,"H,,S",74,",,S",65,",,S",,,20,23,18
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/21,67,"H,,S",71,",,S",66,",,S",,,19,22,19
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/22,64,"H,,S",69,",,S",63,",,S",,,18,21,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/23,65,"H,,S",67,",,S",63,",,S",,,18,19,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/24,69,"H,,S",76,",,S",63,",,S",,,21,24,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/25,68,"H,,S",76,",,S",62,",,S",,,20,24,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/26,64,"H,,S",74,",,S",62,",,S",,,18,23,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/27,67,"H,,S",71,",,S",63,",,S",,,19,22,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/28,69,"H,,S",74,",,S",65,",,S",,,21,23,18
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/29,69,"H,,S",74,",,S",65,",,S",,,21,23,18
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/9/30,72,"H,,S",78,",,S",68,",,S",,,22,26,20
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/1,72,"H,,S",79,",,S",67,",,S",,,22,26,19
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/2,74,"H,,S",81,",,S",62,",,S",,,23,27,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/3,60,"H,,S",81,",,S",58,",,S",,,16,27,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/4,58,"H,,S",62,",,S",54,",,S",,,14,17,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/5,51,"H,,S",60,",,S",50,",,S",,,11,16,10
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/6,51,"H,,S",54,",,S",50,",,S",,,11,12,10
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/7,55,"H,,S",56,",,S",50,",,S",,,13,13,10
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/8,60,"H,,S",64,",,S",52,",,S",,,16,18,11
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/9,66,"H,,S",73,",,S",56,",,S",,,19,23,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/10,69,"H,,S",78,",,S",61,",,S",,,21,26,16
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/11,70,"H,,S",80,",,S",61,",,S",,,21,27,16
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/12,70,"H,,S",80,",,S",64,",,S",,,21,27,18
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/13,67,"H,,S",78,",,S",63,",,S",,,19,26,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/14,63,"H,,S",72,",,S",59,",,S",,,17,22,15
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/15,58,"H,,S",66,",,S",57,",,S",,,14,19,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/16,59,"H,,S",60,",,S",57,",,S",,,15,16,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/17,60,"H,,S",64,",,S",57,",,S",,,16,18,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/18,56,"H,,S",64,",,S",53,",,S",,,13,18,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/19,59,"H,,S",66,",,S",53,",,S",,,15,19,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/20,60,"H,,S",66,",,S",55,",,S",,,16,19,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/21,59,"H,,S",70,",,S",54,",,S",,,15,21,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/22,65,"H,,S",76,",,S",54,",,S",,,18,24,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/23,65,"H,,S",76,",,S",53,",,S",,,18,24,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/24,64,"H,,S",75,",,S",55,",,S",,,18,24,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/25,65,"H,,S",73,",,S",57,",,S",,,18,23,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/26,60,"H,,S",73,",,S",56,",,S",,,16,23,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/27,68,"H,,S",75,",,S",56,",,S",,,20,24,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/28,62,"H,,S",75,",,S",,,,,17,24,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/29,62,"H,,S",68,",,S",57,",,S",,,17,20,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/30,63,"H,,S",67,",,S",57,",,S",,,17,19,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/10/31,63,"H,,S",68,",,S",60,",,S",,,17,20,16
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/1,58,"H,,S",68,",,S",,,,,14,20,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/2,62,"H,,S",67,",,S",56,",,S",,,17,19,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/3,62,"H,,S",67,",,S",57,",,S",,,17,19,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/4,62,"H,,S",71,",,S",56,",,S",,,17,22,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/5,67,"H,,S",74,",,S",57,",,S",,,19,23,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/6,62,"H,,S",74,",,S",57,",,S",,,17,23,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/7,64,"H,,S",73,",,S",54,",,S",,,18,23,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/8,64,"H,,S",74,",,S",53,",,S",,,18,23,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/9,61,"H,,S",74,",,S",50,",,S",,,16,23,10
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/10,60,"H,,S",72,",,S",49,",,S",,,16,22,9
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/11,61,"H,,S",74,",,S",48,",,S",,,16,23,9
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/12,63,"H,,S",74,",,S",48,",,S",,,17,23,9
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/13,63,"H,,S",74,",,S",51,",,S",,,17,23,11
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/14,59,"H,,S",74,",,S",51,",,S",,,15,23,11
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/15,66,"H,,S",77,",,S",49,",,S",,,19,25,9
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/16,64,"H,,S",77,",,S",52,",,S",,,18,25,11
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/17,70,"H,,S",75,",,S",62,",,S",,,21,24,17
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/18,72,"H,,S",86,",,S",59,",,S",,,22,30,15
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/19,58,"H,,S",86,",,S",55,",,S",,,14,30,13
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/20,56,"H,,S",62,",,S",54,",,S",,,13,17,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/21,48,"H,,S",61,",,S",45,",,S",,,9,16,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/22,45,"H,,S",51,",,S",44,",,S",,,7,11,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/23,43,"H,,S",46,",,S",,,,,6,8,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/24,41,"H,,S",45,",,S",40,",,S",,,5,7,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/25,43,"H,,S",43,",,S",40,",,S",,,6,6,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/26,44,"H,,S",45,",,S",42,",,S",,,7,7,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/27,45,"H,,S",46,",,S",43,",,S",,,7,8,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/28,44,"H,,S",46,",,S",43,",,S",,,7,8,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/29,46,"H,,S",49,",,S",43,",,S",,,8,9,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/11/30,46,"H,,S",49,",,S",43,",,S",,,8,9,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/1,44,"H,,S",48,",,S",,,,,7,9,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/2,42,"H,,S",46,",,S",40,",,S",,,6,8,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/3,39,"H,,S",43,",,S",38,",,S",,,4,6,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/4,40,"H,,S",42,",,S",38,",,S",,,4,6,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/5,43,"H,,S",49,",,S",38,",,S",,,6,9,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/6,47,"H,,S",55,",,S",39,",,S",,,8,13,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/7,44,"H,,S",55,",,S",41,",,S",,,7,13,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/8,45,"H,,S",47,",,S",43,",,S",,,7,8,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/9,46,"H,,S",47,",,S",43,",,S",,,8,8,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/10,47,"H,,S",50,",,S",45,",,S",,,8,10,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/11,47,"H,,S",50,",,S",46,",,S",,,8,10,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/12,48,"H,,S",51,",,S",,,,,9,11,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/13,40,"H,,S",51,",,S",32,",,S",,,4,11,0
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/14,32,"H,,S",47,",,S",31,",,S",,,0,8,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/15,36,"H,,S",38,",,S",31,",,S",,,2,3,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/16,38,"H,,S",41,",,S",34,",,S",,,3,5,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/17,39,"H,,S",41,",,S",36,",,S",,,4,5,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/18,42,"H,,S",45,",,S",37,",,S",,,6,7,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/19,40,"H,,S",45,",,S",36,",,S",,,4,7,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/20,41,"H,,S",50,",,S",34,",,S",,,5,10,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/21,40,"H,,S",52,",,S",32,",,S",,,4,11,0
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/22,47,"H,,S",56,",,S",31,",,S",,,8,13,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/23,49,"H,,S",56,",,S",32,",,S",,,9,13,0
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/24,48,"H,,S",56,",,S",43,",,S",,,9,13,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/25,48,"H,,S",59,",,S",39,",,S",,,9,15,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/26,49,"H,,S",60,",,S",39,",,S",,,9,16,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/27,52,"H,,S",,,40,",,S",,,11,,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/28,53,"H,,S",62,",,S",43,",,S",,,12,17,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/29,38,"H,,S",61,",,S",32,",,S",,,3,16,0
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/30,33,"H,,S",45,",,S",27,",,S",,,1,7,-3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2020/12/31,33,"H,,S",42,",,S",25,",,S",,,1,6,-4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/1,37,"H,,S",50,",,S",25,",,S",,,3,10,-4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/2,45,"H,,S",53,",,S",26,",,S",,,7,12,-3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/3,42,"H,,S",53,",,S",31,",,S",,,6,12,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/4,44,"H,,S",50,",,S",33,",,S",,,7,10,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/5,40,"H,,S",50,",,S",34,",,S",,,4,10,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/6,36,"H,,S",42,",,S",35,",,S",,,2,6,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/7,31,"H,,S",37,",,S",29,",,S",,,-1,3,-2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/8,32,"H,,S",40,",,S",26,",,S",,,0,4,-3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/9,37,"H,,S",43,",,S",23,",,S",,,3,6,-5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/10,39,"H,,S",43,",,S",23,",,S",,,4,6,-5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/11,37,"H,,S",48,",,S",27,",,S",,,3,9,-3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/12,45,"H,,S",58,",,S",27,",,S",,,7,14,-3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/13,49,"H,,S",65,",,S",30,",,S",,,9,18,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/14,56,"H,,S",69,",,S",36,",,S",,,13,21,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/15,54,"H,,S",69,",,S",42,",,S",,,12,21,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/16,44,"H,,S",66,",,S",41,",,S",,,7,19,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/17,40,"H,,S",50,",,S",31,",,S",,,4,10,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/18,45,"H,,S",58,",,S",31,",,S",,,7,14,-1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/19,51,"H,,S",60,",,S",33,",,S",,,11,16,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/20,49,"H,,S",60,",,S",38,",,S",,,9,16,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/21,45,"H,,S",53,",,S",43,",,S",,,7,12,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/22,46,"H,,S",51,",,S",39,",,S",,,8,11,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/23,46,"H,,S",56,",,S",37,",,S",,,8,13,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/24,46,"H,,S",56,",,S",37,",,S",,,8,13,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/25,42,"H,,S",54,",,S",,,,,6,12,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/26,43,"H,,S",46,",,S",38,",,S",,,6,8,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/27,43,"H,,S",46,",,S",40,",,S",,,6,8,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/28,45,"H,,S",54,",,S",39,",,S",,,7,12,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/29,50,"H,,S",59,",,S",34,",,S",,,10,15,1
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/30,50,"H,,S",59,",,S",35,",,S",,,10,15,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/1/31,48,"H,,S",53,",,S",45,",,S",,,9,12,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/1,46,"H,,S",55,",,S",37,",,S",,,8,13,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/2,47,"H,,S",56,",,S",36,",,S",,,8,13,2
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/3,50,"H,,S",56,",,S",37,",,S",,,10,13,3
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/4,49,"H,,S",54,",,S",45,",,S",,,9,12,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/5,44,"H,,S",51,",,S",42,",,S",,,7,11,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/6,50,"H,,S",60,",,S",41,",,S",,,10,16,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/7,51,"H,,S",60,",,S",41,",,S",,,11,16,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/8,44,"H,,S",58,",,S",43,",,S",,,7,14,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/9,45,"H,,S",48,",,S",43,",,S",,,7,9,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/10,48,"H,,S",49,",,S",44,",,S",,,9,9,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/13,51,"H,,S",67,",,S",42,",,S",,,11,19,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/14,59,"H,,S",73,",,S",42,",,S",,,15,23,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/15,56,"H,,S",73,",,S",45,",,S",,,13,23,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/16,46,"H,,S",71,",,S",39,",,S",,,8,22,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/17,50,"H,,S",65,",,S",39,",,S",,,10,18,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/18,54,"H,,S",67,",,S",42,",,S",,,12,19,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/19,62,"H,,S",72,",,S",42,",,S",,,17,22,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/21,67,"H,,S",80,",,S",50,",,S",,,19,27,10
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/22,69,"H,,S",80,",,S",53,",,S",,,21,27,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/23,62,"H,,S",80,",,S",54,",,S",,,17,27,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/24,54,"H,,S",74,",,S",46,",,S",,,12,23,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/25,42,"H,,S",62,",,S",40,",,S",,,6,17,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/26,40,"H,,S",45,",,S",39,",,S",,,4,7,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/27,45,"H,,S",48,",,S",39,",,S",,,7,9,4
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/2/28,48,"H,,S",50,",,S",42,",,S",,,9,10,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/1,47,"H,,S",50,",,S",43,",,S",,,8,10,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/2,47,"H,,S",52,",,S",42,",,S",,,8,11,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/3,47,"H,,S",52,",,S",43,",,S",,,8,11,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/4,52,"H,,S",57,",,S",44,",,S",,,11,14,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/5,52,"H,,S",57,",,S",46,",,S",,,11,14,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/6,48,"H,,S",56,",,S",42,",,S",,,9,13,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/7,43,"H,,S",56,",,S",41,",,S",,,6,13,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/8,46,"H,,S",,,41,",,S",,,8,,5
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/9,48,"H,,S",50,",,S",43,",,S",,,9,10,6
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/10,49,"H,,S",50,",,S",47,",,S",,,9,10,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/11,50,"H,,S",54,",,S",47,",,S",,,10,12,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/12,57,"H,,S",65,",,S",46,",,S",,,14,18,8
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/13,58,"H,,S",65,",,S",49,",,S",,,14,18,9
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/14,64,"H,,S",72,",,S",54,",,S",,,18,22,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/15,69,"H,,S",78,",,S",57,",,S",,,21,26,14
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/16,61,"H,,S",78,",,S",53,",,S",,,16,26,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/17,53,"H,,S",65,",,S",53,",,S",,,12,18,12
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/18,52,"H,,S",55,",,S",,,,,11,13,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/19,46,"H,,S",55,",,S",45,",,S",,,8,13,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/20,48,"H,,S",49,",,S",45,",,S",,,9,9,7
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2021/3/21,51,"H,,S",55,",,S",46,",,S",,,11,13,8
